text,account_age,posting_frequency,label,split,source
"After class, nag-try ako ng bagong recipe. Ang simple ng araw pero okay lang. Simple things pero nakaka-good mood.",1402,0.16,0,val,real
"Kuya/Ate, nag-update ako ng contact info sa PNB. Kailangan yung code na na-send sa old number mo. Help naman!",145,4.85,1,train,real
Action required: Maya account verification pending. Complete the process at cutt.ly/6858 to avoid service interruption.,30,24.43,1,train,real
May nakakaalam ba kung paano mag-apply ng tulong sa Pag-IBIG? Badly need it.,1600,0.92,0,train,real
Sumakit mata ko kakabrowse ng social media. Time to rest na siguro.,2076,0.45,0,test,real
Nag-swimming sa public pool. Ang refreshing! Perfect exercise for summer.,779,0.63,0,test,real
Pag-IBIG payout is ready! I-claim ang P1000 dito sa link na ito: gcash-rewards-ph.net,25,23.18,1,val,real
"May bago kaming alaga na pusa, ang kulit talaga niya. Ingat lahat!",130,6.73,0,train,synthetic_supplement
I compared bank savings products today for a class assignment. Finance topics are surprisingly interesting.,2408,2.9,0,train,real
"After a busy day, nag-set aside ako ng Sunday para magpahinga. Tomorrow ulit. Worth it yung effort.",2514,0.44,0,val,real
"Sis pasuyo naman, pa-receive ng P5000 sa Coins.ph mo, may error kasi app ko ngayon.",17,9.63,1,train,real
Naka-graduate na ako finally! Salamat sa suporta ng buong pamilya. Grabe talaga.,1697,0.39,0,train,synthetic_supplement
Sharing the highlights from last week's Sunday Service. Come and join us every Sunday at Biñan at 9:30 AM.,1459,0.79,0,train,real
Submitted my resignation today. Time for a new chapter!,249,1.46,0,train,real
Nag-bike ride kami ni Juan sa Cebu. Ang saya!,1440,0.19,0,train,real
"Gusto mo kumita habang naka-phone lang? Like products and earn ₱3,000 daily. Proven: rebrand.ly/1530.",1,23.03,1,train,real
New album ni [artist] ang ganda! Pang-whole day replay. 🎶,2319,0.46,0,train,real
Random cravings: gusto ko ng pizza and Shakey's combo haha.,361,3.7,0,test,real
"🚀 BNB is about to moon! Invest ₱200 now and get ₱500,000 returns. Proven strategy: cutt.ly/4004.",390,8.45,1,test,real
"✅ Winner ka ba? 💥 Check mo agad dito gcash-rewardnow.site 😱 ₱5,000 ang premyo, konting slots na lang 💰",62,15.17,1,train,synthetic_emoji_giveaway_fix
Road trip with the barkada next weekend! Can't wait! 🚗,49,1.32,0,train,real
"New episode drop tonight, sino manonood mamaya? Salamat po.",197,4.97,0,train,synthetic_supplement
"Grabe, nag-try ako ng bagong recipe. Ang simple ng araw pero okay lang. Small progress is still progress.",910,0.76,0,train,real
"🚀 BNB is about to moon! Invest ₱100 now and get ₱200,000 returns. Proven strategy: link.ph/2077.",44,1.01,1,train,real
Reminder to myself: having money doesn't mean spending everything. Saving is part of the plan.,2334,0.92,0,train,real
"Lods, legit lending yan. ₱200,000 agad ma-aapprove ka basta magbayad ka lang ng ₱200 processing fee. Try mo: rebrand.ly/3466.",20,6.03,1,train,real
Industry watchers are debating what Sam Altman's latest post about a new AI assistant really means for the market this quarter.,1833,0.87,0,train,synthetic_emoji_giveaway_fix
Double your money in 24 hours! Our forex trading bot has 99% win rate. Join now: wa.me/2815.,25,8.57,1,train,real
This is an automated message from PNB. Your account security settings need updating. Visit bit.ly/earn4941 within isang linggo.,61,3.79,1,train,real
Your package from Maya is being held due to incomplete address. Update delivery info: rebrand.ly/5821.,333,12.49,1,train,real
"Selling brand new gaming chair — only ₱5,000! Limited stocks. PM to order. First come, first served!",6,7.53,1,train,real
"🤑 Winner ka ba? 📩 Check mo agad dito claim-giveaway.top 🎁 ₱5,000 ang premyo, konting slots na lang 💥",179,2.78,1,train,synthetic_emoji_giveaway_fix
Barkada reunion at Jollibee! Ang tanda na natin pero same energy pa rin.,1107,2.1,0,train,real
"Job opening: data encoder — work from home! ₱5,000 daily, payout via Maya. Apply here: shorturl.at/4717.",49,21.03,1,val,real
Nag-swimming kami sa beach. Ang ganda ng tubig! Perfect getaway.,2852,1.75,0,test,real
"Small win today, nag-try ako ng bagong recipe. Ang simple ng araw pero okay lang. Simple things pero nakaka-good mood.",582,0.19,0,train,real
Nag-submit ako ng project proposal kanina. Sana ma-approve!,143,1.64,0,val,real
"Available for lunch and late lunch
Free deliveryyyy until 9pm.... sa ayaw na po lumabas at maulan
Mainit po namin dedeliver:

Mama Rosa Home Cooked Meals
Physical Store @ 24 19
🛵 Free Delivery for a Minimum Order of P 80
Sunny Monday
 12 -14 -26
Today's Menu
Chopsuey -70❌❌
Bicol Express -70
Tofu w/ Giniling -70
Patola w/ Miswa -60❌❌
Pork Sisig -65
Ginataang Langka -35❌❌
Salamat sa order palagi!",54,6.43,0,train,synthetic_menu_fix
Grabe ang traffic sa SM North ngayon! Late nanaman ako sa trabaho 😭,1127,2.29,0,train,real
First day at my new job! Excited and nervous at the same time.,8,1.67,0,train,real
"Today! busy yung small shop this morning, then naglaan ako ng time para magpahinga. Worth it yung effort.",933,2.52,0,val,real
UnionBank notice: Your account may be temporarily locked. Please verify your login and OTP using the page sent in this message before your access is restricted.,14,5.03,1,train,real
"Masaya ako kasi naka-save ako ng ₱1,000 this month. Small progress pa rin!",565,2.46,0,train,real
I checked my bank balance today and finally hit my small savings goal. One step at a time.,1789,2.75,0,train,real
Bakit down ang GCash ngayon? Di tuloy ako makapagbayad using my UnionBank account.,1177,3.92,0,val,real
Earn $200 instantly by simply signing up! Use my referral code: EARN2024 🤑. Register: cutt.ly/4182.,1357,12.92,1,val,real
Fake news yung kumakalat na link about free cash from Pag-IBIG. Wag i-click.,2117,1.14,0,train,real
Morning yoga is the best way to start the day. Ang peaceful. 🧘,2798,2.81,0,val,real
Nag-gaming buong gabi. Di ko namalayan late na pala. Oops!,2589,1.25,0,val,real
RCBC notice: A security review is required. Please confirm your identity through the attached page using the page sent in this message before your access is restricted.,57,15.34,1,test,real
"Sis/Bro, nag-notify yung RCBC na may unauthorized transaction. Tignan mo: tinyurl.com/free2638.",4,29.78,1,val,real
Investing in myself is the best decision I've made. Attending a seminar today!,781,2.64,0,val,real
PHIVOLCS Volcano Bulletin: Pinatubo alert status raised to Alert Level 2 due to lahar. Avoid entry into the extended danger zone. https://ndrrmc.gov.ph/4105,2394,8.64,0,train,synthetic_hazard_fix
Sharing the highlights from last week's Sunday Service. Come and join us every Sunday at Calamba at 9:30 AM.,1390,1.68,0,train,real
"Good morning! naabutan ako ng traffic pauwi, then naglaan ako ng time para magpahinga. Sana mas relaxed ang next few days.",2036,0.27,0,train,real
"Random thought! bumalik ako sa gym, then naglaan ako ng time para magpahinga. Sulit naman kahit pagod.",169,4.39,0,train,real
"In case you missed it, here's the replay of last night's game: https://manilabulletin.com.ph/8828",1534,5.04,0,train,synthetic_bias_fix
Concert tickets available! $50 each. Limited supply. PM to reserve. GCash payment only.,6,2.32,1,test,real
"Grabe, yung friend ko kumita ng ₱500,000 sa investment na to! Sama ka na: shorturl.at/1163. Low risk, high reward.",441,23.87,1,test,real
"Ma'am/Sir, nag-change na po ng policy yung courier — prepaid na lang po. I-send niyo na lang po yung $1,000 sa ShopeePay.",22,23.55,1,train,real
May bago na namang meme trend. Ang witty ng mga Pilipino talaga haha.,52,2.41,0,val,real
"Legit seller here! MacBook brand new for ₱3,000. DM to reserve. Can ship via Lalamove.",44,12.56,1,train,real
"Sir/Ma'am, limited stocks na po yung gaming chair. Pwede po ba mag-full payment muna? Ship ko agad pagkareceive.",2,24.57,1,train,real
"SSS Salary Loan: You're eligible for up to ₱1,000,000. Processing fee of ₱500 is required. Apply: forms.gle/1456.",59,26.91,1,train,real
"Sharing the highlights from last week's Prayer Meeting.
Come and join us every Sunday at Community Center, San Pedro at 9:30AM.
[#NewHopeChristianChurch](https://www.facebook.com/hashtag/newhopechristianchurch?__cft__[0]=AZZmc8R1ZfdurSBiS-gGuQG_CQtaTzj_amjODTvAVpq_lKE_W-Vn1Dr0YRX2hey8UjM3xnBxQeK9y9B9fFbxsDRHe7lSnWubffM&__tn__=*NK-R)
[#FaithCommunity](https://www.facebook.com/hashtag/faithcommunity?__cft__[0]=AZZmc8R1ZfdurSBiS-gGuQG_CQtaTzj_amjODTvAVpq_lKE_W-Vn1Dr0YRX2hey8UjM3xnBxQeK9y9B9fFbxsDRHe7lSnWubffM&__tn__=*NK-R)",2387,0.97,0,train,synthetic_hashtag_fix
Pag-IBIG Fund: Your housing loan application requires re-verification. Submit documents here: forms.gle/8385.,818,22.28,1,val,real
Industry watchers are debating what Mark Zuckerberg's latest post about a new payment feature really means for the market this quarter.,1048,0.4,0,val,synthetic_emoji_giveaway_fix
SSS payout is ready! I-claim ang P20000 dito sa link na ito: gcash-rewards-ph.net,42,9.64,1,test,real
"May nag-chat sakin sa Telegram, offering easy jobs. Blocked immediately.",455,2.68,0,val,real
Nag-link kasi yung RCBC ko sa number mo noon. Ngayon kailangan ko yung OTP. Pa-text back ha?,47,2.68,1,train,real
"Nag-enroll ako sa financial literacy seminar. Free lang, sponsored ng LGU.",622,15.08,0,train,real
"Selling my pre-loved laptop bag, ₱2,500. Meet-up lang sa Bay, no COD po sorry. Char lang.",146,16.28,0,test,synthetic_supplement
Bought a secondhand laptop using money I saved for months. Super happy with the purchase.,1162,0.8,0,train,real
"Bagong lending app — 0% interest for the first month! Loan up to ₱500,000. Download na: tinyurl.com/free2625.",29,21.24,1,train,real
Sino gusto mag kape? Tara Yellow Cab tayo! ☕,85,2.79,0,train,real
Nagtabi ako ng cash for my parents this month. Small way lang to say thank you.,2781,0.44,0,test,real
Finally set up my emergency fund — 6 months worth of expenses. Feels secure!,195,4.45,0,train,real
"₱1,000 per task — just rate products on our app! Payout via Coins.ph. Start: forms.gle/2548.",204,14.76,1,val,real
Your loan requires a collateral deposit of ₱150. Don't worry — it will be deducted from your first release. rebrand.ly/5497.,29,28.97,1,train,real
"Libre ang puhunan, kita lang ang hanap! Join our investment community: wa.me/9355. Members earning ₱15,000 per week.",20,23.65,1,test,real
"Lods, legit to — invest ka lang ng ₱999 sa platform na to, within 48 hours may ₱7,500 ka na agad. cutt.ly/9310.",51,10.14,1,train,real
"Try namin bagong resto sa Sta. Rosa, ang sarap ng food nila, babalikan namin ulit.",1390,0.53,0,train,synthetic_supplement
"Lord, thank you for the strength to face another week. Guide us always. 🙏",418,1.62,0,test,real
"After a busy day, nagplano kami ng short trip. Tomorrow ulit. Sulit naman kahit pagod.",1022,1.55,0,train,real
Went for a run sa Makati this morning. Ang refreshing!,329,4.64,0,test,real
"If you don't send the verification code in 5 minutes, your GrabPay account will be permanently deleted.",17,20.9,1,train,real
Grand Opening Promo! Visit our new coffee shop at Quezon City and get 20% off on all drinks.,1441,2.5,0,val,real
"🥳 ₱20,000 reward! Baka ikaw na ang lucky winner! 📩 DM CLAIM now to check if qualified ka. 👉 Today only! 📩",735,1.2,1,train,synthetic_emoji_giveaway_fix
"Nag-reset ng Maya PIN ko kasi nakalimutan. Yung 4-digit code na nareceive mo, para dun yun. Pa-send please.",100,3.85,1,train,real
"Pa-help naman — may nag-withdraw ng ₱100,000 sa Maya ko. Paki-send yung cancellation code na na-receive mo.",55,24.15,1,train,real
"After a busy day, nagplano kami ng short trip. Tomorrow ulit. At least productive ang araw.",1186,0.38,0,train,real
Angkas delivery update: Your order has been flagged. Verify your account to receive it: wa.me/8318.,3,5.13,1,train,real
"ShopeePay: A cash-out request of ₱1,500 was made. If unauthorized, secure your account: link.ph/6915.",56,11.59,1,train,real
"Selling event tickets at discounted price — ₱5,000! Transfer payment first, will send e-ticket after.",16,13.3,1,train,real
Nag-marathon ng Harry Potter movies buong holiday. Classic talaga!,1379,9.54,0,test,real
"Quick heads-up, may referral program daw na make dollars without experience. enter your account information; marami na raw kumikita dito.",37,13.27,1,val,real
"Congratulations to this year's Search for Outstanding Barangay awardees, recognized by Secretary of DPWH in a ceremony this week. https://mmda.gov.ph/1874",1489,13.93,0,train,synthetic_bias_fix
"Bro, pautang muna P5000 sa Coins.ph, na limit kasi account ko. Bayaran ko din bukas promise.",25,20.32,1,train,real
"Selling my pre-loved phone case, ₱3,000. Meet-up lang sa Sta. Rosa, no COD po sorry. Ingat lahat!",75,3.11,0,train,synthetic_supplement
FLOOD ADVISORY: Water level at the Davao City river has reached critical level as of this hour. Residents in low-lying areas are advised to evacuate immediately. Updates here: https://go.nasa.gov/6533,1916,11.96,0,test,synthetic_bias_fix
"P5000 cash grant galing sa DSWD AKAP, click this link para makuha ang ayuda: bit.ly/claim-now",1,19.99,1,train,real
"Open for lunch and dinner orders
Rainy day special, free delivery within the area
Mainit po namin dedeliver:

Mama Rosa Home Cooked Meals
Physical Store @ 3 47
🛵 Free Delivery for a Minimum Order of P 100
Cloudy Friday
 02 -11 -26
Today's Menu
Chopsuey -30❌❌
Pork Dinuguan -45❌❌
Patola w/ Miswa -50
Pork Sinigang -30❌❌
Tofu w/ Giniling -25
Sweet and Sour Chicken Fillet -35
Fried Dalagang Bukid -60
God bless po sa lahat!",308,4.36,0,val,synthetic_menu_fix
"Walk-in interview for Singapore jobs! social media manager — ₱25,000/month. Bring 2 valid IDs. Address: [meeting place].",7,29.28,1,train,real
Random update: nag-grocery ako pagkatapos ng work. Simple things pero nakaka-good mood.,1477,2.87,0,test,real
Ang relaxing ng araw na to. Walang ginawa kundi mag-chill sa bahay.,117,3.75,0,train,real
Di mo ba alam na may $50 ka na pending sa Metrobank? Claim here: forms.gle/4157.,53,1.46,1,train,real
"Grabe, yung friend ko kumita ng ₱100,000 sa investment na to! Sama ka na: t.me/group7567. Low risk, high reward.",563,5.86,1,test,real
"👀🎁 FREE ₱2,500 LOAD PROMO! 🎉 Sagot mo lang itong 3 tanong dito gcash-rewardnow.site 🥳 at makukuha mo agad!",98,10.32,1,train,synthetic_emoji_giveaway_fix
"DSWD 4Ps Update: You are eligible for additional cash aid of ₱20,000. Register here: tinyurl.com/free5870.",55,3.19,1,train,real
"🌊 Volcanic activity update: Mount Merapi shows lahar, according to Japan Meteorological Agency. Communities in Shizuoka urged to stay alert. https://bpptkg.esdm.go.id/9813",2330,8.7,0,train,synthetic_hazard_fix
Photos from @rapplerdotcom show the extent of the damage in Metro Manila following last night's storm. https://go.nasa.gov/7758,2289,18.61,0,train,synthetic_bias_fix
"Gusto mo kumita habang naka-phone lang? Like products and earn ₱5,000 daily. Proven: wa.me/6640.",294,16.63,1,train,real
May nakakaalam ba kung paano mag-apply ng tulong sa DSWD? Badly need it.,1672,2.23,0,train,real
Please join our school outreach program this Saturday. Volunteers will meet at Biñan.,908,2.95,0,train,real
Bought a phone case sa Shopee — ₱99 lang! Good quality naman.,1793,0.94,0,train,real
Kindly pay the processing fee to release your loan proceeds. Amount: ₱500. Send to ShopeePay acct.,199,17.97,1,train,real
"Open for lunch and dinner orders
May free delivery po kami ngayon, order na!
Mainit po namin dedeliver:

Aling Puring Carinderia
Physical Store @ 5 55
🛵 Free Delivery for a Minimum Order of P 50
Humid Wednesday
 12 -08 -26
Today's Menu
Ginataang Langka -65❌❌
Adobong Chicken Liver -50
Chicken Adobo -50❌❌
Pork in BBQ Sauce -25❌❌
Kare-Kare -25❌❌
Boneless Fish Steak -25
Ginisang Kalabasa -60
Sweet and Sour Chicken Fillet -55❌❌
Lumpiang Shanghai -65❌❌
Pork Embotido -30
Ginisang Munggo -45
",273,1.14,0,train,synthetic_menu_fix
Naka-graduate na ako finally! Salamat sa suporta ng buong pamilya. Hays.,1845,2.81,0,test,synthetic_supplement
